location_1,location_2,business_closed,business_closed_date,business_closed_url,lockdown_closed,lockdown_closed_date,lockdown_closed_url,school_closed,school_closed_date,school_closed_url,college_closed,college_closed_date,college_closed_url,value
Louisiana,Avoyelles Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Beauregard Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Bienville Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Bossier Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Caddo Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Calcasieu Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Caldwell Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Cameron Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Catahoula Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Claiborne Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Concordia Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,DeSoto Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,East Baton Rouge Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,East Carroll Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,East Feliciana Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Evangeline Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Franklin Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Grant Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Iberia Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Iberville Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Jackson Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Jefferson Davis Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Jefferson Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,La Salle Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Lafayette Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Lafourche Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Lincoln Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Livingston Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Madison Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Morehouse Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Natchitoches Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Orleans Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Ouachita Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Plaquemines Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Pointe Coupee Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Rapides Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Red River Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Richland Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Sabine Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Bernard Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Charles Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Helena Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. James Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. John the Baptist Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Landry Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Martin Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Mary Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,St. Tammany Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Tangipahoa Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Tensas Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Terrebonne Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Union Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Vermilion Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Vernon Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Washington Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Webster Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,West Baton Rouge Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,West Carroll Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,West Feliciana Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Louisiana,Winn Parish,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,Yes,2020-03-23,https://www.theadvocate.com/baton_rouge/news/coronavirus/article_922869e8-6c6d-11ea-aeee-6b6fd5e8f4bd.html,,,,,,,
Maine,Androscoggin County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Aroostook County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Cumberland County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Franklin County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Hancock County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Kennebec County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Knox County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Lincoln County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Oxford County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Penobscot County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Piscataquis County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Sagadahoc County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Somerset County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Waldo County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,Washington County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maine,York County,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,Yes,2020-04-02,https://www.pressherald.com/2020/03/31/watch-maine-cdc-to-update-coronavirus-cases-after-2-more-deaths/,,,,,,,
Maryland,Allegany County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Anne Arundel County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Baltimore,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Baltimore County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Calvert County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Caroline County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Carroll County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
Maryland,Cecil County,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,Yes,2020-03-30,https://www.nbcwashington.com/news/local/maryland-governor-larry-hogan-latest-monday-march-30-coronavirus-outbreak-covid-19-stay-at-home-order/2258161/,,,,,,,
